职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
阿里云智能-媒体投放运营-杭州,,云智能集团,中国-浙江-杭州,本科,三年以上,P7,"1. 负责媒体广告投放（搜索引擎/信息流平台/社区/科技媒体等渠道）策略设计、执行、效果数据分析等工作，对所负责渠道和产品模块的用户增长和收入负责；
2. 深入理解并精通各大主流媒体平台的广告投放机制，活用媒体的能力，针对性地开发和设计目标导向的广告投放策略，持续进行创新渠道的拓展和流量转化的新模式研究；
3. 制定预算使用计划，优化流量采购策略、选品等提高预算分配效率，包括但不限于媒体账户结构优化、关键词拓展、创意优化、转化路径分析、行业特点的玩法等；
4. 进行数据分析和市场动态监控，通过广告投放效果跟踪和评估，实施以数据为基础的优化措施，进而显著提升广告效果和营收能力；
5. 结合渠道和流量场景分析，从提升拉新效率和扩大收入规模的角度，及时分析市场、媒体、合作团队的反馈，提炼产品优化建议，推进投放相关产品功能的持续迭代优化。","1. 本科及以上学历，3年以上ToB产品的媒体广告投放实操经验，有海外投放背景、AI大模型及应用的投放经验优先；
2. 精通各大主流媒体广告平台操作，拥有千万级账户操作执行经验，拥有独立通过策略设计、投放执行实现用户增长的成功案例；
3. 拥有出色的商务合作谈判能力，数据分析能力，能从数据中挖掘增长机会，具有强烈的数据驱动决策意识，能快速根据市场变化做出优化投放决策；
4. 逻辑思维缜密、工作细致有耐心、沟通良好、勇于挑战、善于分析和解决问题、良好的自我管理能力。",2,黄雪纯(夏知),,2026 - 02 - 04,2026 - 05 - 04,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602042d7b2876e95f46ee89be75d5ba3459bb&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-商业技术工程师（出海方向）-成都,,云智能集团-阿里云智能,中国-四川-成都,本科,五年以上,P7,"1、对所负责的中国企业出海大客户的业务结果负责。全面了解客户的业务架构、技术架构、组织架构等情况，识别和挖掘客户需求，能与客户CXO级别对话，影响客户决策，推动商机转化，拿回业务结果，实现客户价值。
2、传递阿里云产品和技术价值。基于对客户的了解以及对市场和友商的了解，能够独立与客户沟通适配的阿里云产品和解决方案，清晰传递价值和竞争力。
3、有效整合公司内外部资源，对外推动客户采用和持续使用阿里云的产品和方案，对内推动产品解决方案和流程体系的优化，实现客户体验提升，持续位客户创造价值。
4、做好客户全生命周期的业务支持和服务，保障客户满意度。","1、本科以上学历，泛计算机专业优先，有英语沟通能力。
2、5年以上云计算行业经验，熟悉云计算的产品和技术，有公共云销售经验，有大客户服务经验者优先。
3、游戏，泛互联网，跨境零售，互动娱乐行业经验者优先
4、理解客户业务，能洞察客户需求，并具有优秀的沟通和影响能力，能独立沟通客户中高层，推动客户决策，实现商机转化。
5、具备良好的资源整合能力和客户服务意识，切实帮助客户解决问题，保证客户满意度。
6、高度的责任心，目标导向，积极主动，抗压能力强。
备注：持有阿里云ACA/ACP/ACE认证证书者优先",1,韩虎(连易),,2026 - 02 - 04,2026 - 04 - 30,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260204c09c8443de1d4cfdb6763dd625088053&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-商业技术工程师BTE（股份制）-新金融行业线（深圳/广州）,,云智能集团-阿里云智能,"中国-广东-深圳,中国-广东-广州",本科,三年以上,P7,"1、金融行业AI与云业务的市场拓展、商机拓展与目标达成：
•主动洞察所在区域/市场，识别出关键/潜在客户，并主动找到关键决策链，识别客户真实需求，构建立体的客户沟通界面。
•协同SA、产研和生态伙伴等资源，挖掘金融机构AI转型需求（如AI算力、智能体开发、大模型部署等），形成有效商机，明确销售及解决方案策略，设计合作路径并沟通执行。
•结合对客户业务需求的理解，提供能满足客户需求的云及AI全栈方案，规划业务策略和实现路径，解答客户对产品、解决方案的常规问题。
•开拓维护金融机构中高层合作关系，通过沟通和影响力、商务报价等一系列销售策略的运用，主导关键项目谈判，推动技术方案与客户需求的精准匹配，推进所负责客户的AI全栈和云平台建设落地转化，达成业绩。

2、AI全栈产品和技术价值传递：
•深入理解AI全栈产品，深刻洞察客户业务需求，基于行业和客户需求洞察，帮助客户理解AI/智算、七大件、飞天操作系统等阿里云产品的技术价值，以及相对竞企的差异化竞争优势，传递阿里云作为客户最佳合作伙伴的定位。
•针对客户对AI算力、大模型应用场景落地等需求，通过标杆案例及场景化演示，向客户高层展示阿里云AI全栈产品的竞争优势，确保技术方案与客户业务目标深度绑定。

3、商务运作和业务支持：
•完成客户招投标及商务合同签署等商务工作，动态跟踪客户需求变化，推动合同变更。
•支撑复杂项目运作，参与招投标流程管理、项目管理、风险管理，协同产研、交付和生态伙伴等资源，及时发现并解决项目交付问题，支撑客户业务目标达成。
•将客户使用中遇到的影响客户体验的问题，反向推动内部解决，推动内部产品解决方案和流程体系的改进。
•积极发掘并推进与云、AI领域生态伙伴的合作，构建可持续的行业合作生态。","•3年以上云计算/AI领域相关行业，To B销售和售前相关工作经验；
•保持对AI趋势的及时掌握， 熟悉生成式AI服务、人工智能、机器学习及基础模型产品知识；
•有丰富的AI解决方案、Paas层产品、软件产品售卖经验；有大客户拓展经验，具备项目运作、招投标、风险管理等经验；
•具备金融细分/垂直领域行业知识，了解该行业的发展趋势和关键机会；
•独立call high客户CTO/客户项目负责人，完成有效的业务和技术交流，影响并加速决策。
•具备良好的服务意识和应变能力，能够对客户问题一跟到底，切实帮助客户解决难题，并能保证客户满意度。",1,贾鑫(叁斤),,2026 - 02 - 09,2026 - 04 - 30,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260204f1cc995fb0e74dbfa4bc0205daf567eb&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云云智能-IaaS集成与研发专家/高级专家-存储方向,,云智能集团-阿里云智能,"中国-浙江-杭州,中国-北京-北京",硕士,五年以上,P7,"1. 负责智算高性能存储系统架构设计与开发，面向AI训练场景的高性能并行文件系统模块开发，设计多级元数据服务架构，支撑海量文件与高吞吐数据流。
2. 软硬件定义，机型设计，构建存算协同机制，实现GPU Direct Storage、KV Cache/Share，不断提升存储系统性能和减少计算。
3. 保障存储系统高可用与数据安全，通过分布式强一致性、同/异步复制提升数据可靠性，设计系统自愈能力应对磁盘/节点异常，增强系统可观测和易运维能力，并通过测试与故障注入得到验证。","1. 扎实的编程基础，熟悉C/C++/Go等编程语言，熟悉多并发与高性能编程。
2. 熟悉分布式存储引擎设计，熟悉分布式一致性协议、高性能存储等前沿技术，具备文件系统核心模块开发经验。
3. 了解NVMe协议栈与SSD，熟悉SPDK与用户态文件系统。
4. 熟悉GPU或相关AI加速芯片，熟悉主流深度学习框架(TensorFlow/PyTorch等)，了解相关底层实现。
5. 具备良好的沟通能力和问题解决能力，乐于合作，创新思维，能够在复杂的技术挑战中找到有效的解决方案。
6. 如果你热爱技术、热衷于新技术的学习应用，对学习能力有信心，上述要求不完全具备也没关系，我们欢迎自信、热爱技术的同学。",1,韩虎(连易),,2026 - 02 - 04,2026 - 04 - 14,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026020488832e8836e24e528dc8d19e65a8d293&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-大模型客户转化产品运营专家（国际）-杭州,,云智能集团,中国-浙江-杭州,本科,五年以上,P7,"1. 市场宣传支持与官网优化：
● 配合PR、市场等团队，进行模型能力的市场宣传支持工作。投放SEO、GEO等投放关键词筛选；
● 对国际开源社区有深入了解，有海外技术类KOL转播及开源转商业化有运营经验优先；
● 负责国际站（英文）官网页面的优化，提升用户体验和信息呈现效果。
● 支持新模型能力的上架及官网内容更新，确保官网信息的准确性和时效性。
● 配合产品团队，优化模型能力相关的帮助文档，提升用户使用体验。
● 了解开发者常见应用场景，熟悉开发者圈层，开源社区开发者人群话题引导，设计开源导流B端转化链路。
2. 客户支持与产品优化：
● 收集客户在使用过程中的反馈，总结常见问题及最佳实践。
● 配合产品团队，沉淀标准化的技术服务内容，并推动其在线化、工具化，提升用户自助服务能力。
● 持续优化产品服务体验，确保用户问题得到及时解决。
3. 技术支持与问题解决：
● 监控用户问题，及时发现并快速响应，确保产品和服务的稳定性与可靠性。
● 高效诊断用户问题，快速恢复服务，提升用户满意度。","1. 本科及以上学历。
2. 5年以上AI产品运营相关经验，具备AI产品或to B产品生态运营相关知识储备。
3. 具备优秀的跨部门协作能力，能够与PR、市场、算法、产品等团队高效沟通。
4. 英语流利，能够独立完成英文官网及帮助文档的编写与优化，实际场景使用国际AI应用及模型完成搭建经验。
5. 具备技术理解能力，能够快速学习和总结模型能力相关内容。
6. 具备良好的问题解决能力，能够快速定位并解决用户问题。
7. 具备优秀的沟通与协调能力，能够高效推动项目落地。
8. 理解产品关键技术原理，熟悉产品相关文档，能解答开发者、客户和伙伴的产品技术问题。
9. Python等大模型应用及模型实操动手搭建能力，开源社区活跃发帖及话题等活跃事件能力经验优先。",1,黄雪纯(夏知),,2026 - 02 - 04,2026 - 04 - 30,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260204ab33c96428584cfea676f0c51125404f&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-AI应用&模型产品运营专家（国际）-杭州,,云智能集团,中国-浙江-杭州,本科,五年以上,P7,"1. 深入调研开发者、内外部企业客户及行业需求，深入理解各种模型能力和云服务，定义大模型开发平台的核心功能（如模型服务、工作流、Prompt工程、RAG、Agent框架等），并可以基于开发平台构建 AI 效果领先的垂直场景/行业解决方案。
2. 负责与产品、研发、算法对接提供优先能力实际场景快速上手方案，平衡技术前瞻性与产品落地节奏。
3. 协同内部销售、运营、研发团队，以及外部开发者和客户，推动阿里云百炼平台实现业务目标和开发者生态建设，提升平台活跃度与开发者粘性。
4. 跟踪国内外大模型平台产品动态，制定差异化竞争策略，或负责重要同类产品或重要模块的成功案例。
5. 了解大模型以及Agent的基本技术栈，对AI技术有浓厚兴趣，具备一定的技术理解能力。
6. 监控产品能力事件运营效果，定期产出内容效果报告，并根据数据分析结果进行内容优化调整。
7. 了解开发者常见应用场景，熟悉开发者圈层，把握开发者中的技术潮流和热点。可独立上架Github应用及编写并筛选效果示例。","1. 5年以上B端互联网产品运营经验，或3年以上开发者运营等技术垂类运营相关经验及云产品相关经验。
2. 熟悉大模型技术领域，能综合运用2B的传播运营工具及方法，进行人工智能产品或服务的活动策划和执行，包括线上活动、线下活动、促销营销转化活动等。
3. 对用户使用场景有深刻的认知，能在产品定价、产品文档、功能设计等多维度给出有效建议，提升产品自助解决问题的能力。
4. 理解产品关键技术原理，熟悉产品相关文档，能解答开发者、客户和伙伴的产品技术问题。
5. 参与产品概念设计讨论，基于客户共性需求和痛点，为产品设计输入有效建议。
6. 了解开发者常见应用场景，熟悉开发者圈层，把握开发者中的技术潮流和热点。
7. 有优秀的营销方案设计和材料编写能力，能面向不同受众尤其是开发者和决策者，不断优化提炼，影响客户心智，有效传递产品优势和价值。
8. 有AI应用场景化实操搭建能力及AI大模型训练经验，代码能力Python等代码阅读及搭建经验。",1,黄雪纯(夏知),,2026 - 02 - 04,2026 - 05 - 01,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602044fd831a3171f416ebd21d5557713db0d&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-研发效能平台开发专家-杭州,,云智能集团-阿里云智能,中国-浙江-杭州,本科,五年以上,P7,"1. 负责基础软件的研发效能建设，挖掘在产研管理、研发测试、构建发布、安全运维等交付流程中的效能问题，设计并实现解决方案，以提升组件的交付效率、规范和质量。
2. 负责相关平台的需求对接，深入理解软件交付全链路，与其他产品研发团队密切合作，积极沟通和协调各方问题，制定有效方案，并进行落地。
3. 负责相关平台的设计、开发和维护，用平台化、 智能化的思维持续完善平台组件，沉淀方案和用户知识库，确保线上服务的稳定性和扩展性。","1. 扎实的计算机基础，擅长Python/Java/Go 中的一种或多种语言，熟悉常用数据结构与算法，具备良好的编码习惯，具有完整开发、搭建并维护后端系统的经验。
2. 深入理解软件交付全链路，擅长使用自研、开源工具链集成、系统链路优化等手段设计方案；有工程效能提升经验优先，有CI/CD、DevOps、自动化测试和运维等相关工具链的开发经验优先，对业界方向敏感优先。
3. 具备独立的项目落地经验，有技术规划能力，能够主动解决问题并驱动方案落地，对用户体验敏感者优先。
4. 掌握AI基础知识，有 AI agent 相关开发经验者优先，持有阿里云ACA/ACP/ACE认证证书者优先。
5. 有强烈技术热情和好奇心，自驱力和学习力强，具备良好的分析与解决问题的能力、沟通以及团队合作能力；喜欢挑战性的技术研发工作，有创新热情，积极乐观，坚韧抗压，结果导向。",1,李芳(乐雪),,2026 - 02 - 04,2026 - 03 - 31,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602046671d48be4a444efaf8fd0b554e108b0&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-商业技术工程师BTE（数字金融）-新金融行业线（北京）,,云智能集团-阿里云智能,中国-北京-北京,本科,五年以上,P7,"1、客情建设和商机拓展
•主动洞察所在区域/市场的关键行业，识别出关键/潜在客户，并能够主动找到关键决策链，识别客户真实需求。
•用客户的语言展开对话，获取客户信任，挖掘产品和技术需求，形成有效商机。
•对存量客户进行二次开发，在服务、业务合作等多方面为客户提供体验升级，推进资源上量。
•定期与现有和潜在客户联系，及时了解客户的业务规划和预算、供应商情况、组织架构、技术环境等关键信息。
•识别客户决策链，维护好关键决策点客户的客情关系，并与客户CXO或CXO-D建立长期的业务和技术关系，在合作中获得关键性支持。

2、产品和技术价值传递
•基于对客户行业和业务背景的了解，帮助客户理解飞天云计算操作系统、七大件、AI/智算等阿里云产品的技术价值，以及相对竞企的差异化竞争优势，传递阿里云作为客户最佳合作伙伴的定位。
•独立面向客户讲解阿里云标准的产品解决方案；或在SA支持下，独立向客户讲解匹配客户业务场景的解决方案，清晰的传递阿里云产品解决方案的竞争力以及能够为客户创造的业务价值。

3、推动决策和商机转化
•通过有效的资源整合和运作，推动客户快速决策，采用和持续使用阿里云产品和技术解决方案，持续为客户创造价值。
•通过沟通影响、商务报价等一系列销售策略的运用，转化商机，达成业绩，实现与客户的双赢。
• 将客户使用中遇到的影响客户体验的问题，反向推动内部解决，推动内部产品解决方案和流程体系的改进。

4、业务支持
•做好客户全生命周期的业务支持，整合各方资源确保项目落地，及时发现并解决产品使用问题。
•推动阿里云产品在客户侧快速迭代，支撑客户技术目标达成。","• 5年以上云计算相关行业，有公共云售卖经验，To B/G销售和售前相关工作经验
• 有丰富的软件产品售卖经验，Paas层产品经验优先；有大客户拓展经验
• 有Azure或AWS相关工作经验优先（公共云事业部）
• 独立call high头部客户CTO/客户项目负责人，完成有效的业务和技术交流，影响并加速决策。
• 把控谈判节奏，独立完成项目谈判，获得目标结果。
• 理解客户业务和数字化转型需求，诊断具体业务场景中客户的技术问题，提供有竞争力的解决方案。
• 了解产品领域技术演进，比较同类产品的技术特性异同，回答伙伴、客户对产品技术发展趋势和技术特性的常规问题。
• 准确识别和分类客户及关键干系人，针对不同的客户群体建立不同的应对措施，比如客情较差客户、一般客户、较好客户等。
• 主导营造沟通氛围，把握他人的沟通要点，有效倾听他人的观点，清晰的表达自己的观点。
• 具备良好的服务意识，能够对客户问题一根到底，切实帮助客户解决难题，并能保证客户满意度。",1,贾鑫(叁斤),,2026 - 02 - 03,2026 - 05 - 01,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602034babba2e42ce4f4ca7a776f9049a4d4e&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-售前解决方案架构师（座舱）-AI汽车行业线（上海/杭州）,,云智能集团-阿里云智能,"中国-上海-上海,中国-浙江-杭州",本科,五年以上,P7,"1、为汽车行业客户提供座舱场景的应用规划与技术架构，包括AI语音助手、多模态交互、娱乐陪伴等；
2、对接内外部的合作伙伴，理解客户需求，提供系统级解决方案并推动落地；
3、设计阿里云的汽车座舱场景解决方案，推动新技术在座舱领域的应用落地
4、与阿里云后台产品团队沟通业务和市场需求","1、熟悉汽车行业系统架构，有智能座舱领域经验者优先
2、熟悉云计算、大模型技术，对行业的应用落地有相关经验
3、独立完成对客户的业务设计和技术选择的影响，能够独立对客户中高层（部门总经理级别以上）的决策产生影响
4、具备跨部门协作能力与良好的沟通表达能力，能在多团队协作中推动项目落地；
5、具有一定的技术基础，对大模型技术和应用有很强的好奇心和钻研
6、持有阿里云ACA/ACP/ACE认证证书优先",1,贾鑫(叁斤),,2026 - 02 - 03,2026 - 04 - 30,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260203a5942be9c00f419ea6dc5978c1f2d89c&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-员工关系专家-北京,,云智能集团-CPO线,中国-浙江-杭州,本科,十年以上,P7,"面向组织、员工，通过建设机制、专业交付、优化体验等方式，共建安全、健康、包容的工作环境，建立组织与员工之间友好、信任、尊重的互动关系。

1、机制建设
• 以系统思维和全局视角，设计闭环的员工关系政策流程：基于业务战略与人力资源策略，制定云智能集团相关员工关系管理策略，通过政策法规研究，确保员工关系管理策略与实践符合合规要求，降低可预见的风险隐患。
• 构建员⼯关系管理体系：建立ER能力中心，将应对各类场景的制度、流程、机制和工具产品化，推进员⼯关系相关产品在业务内建设落地，并不断迭代更新。

2、专业交付
• 定义关键问题，提供专业的解决方案：受理员工投诉，解决员工争议、冲突、纠纷、关爱和体验等员工关系问题，处理突发事件，推动问题得到妥善解决，降低员工关系事件对公司的影响；协助业务与HR为日常员工关系管理问题提供解决方案，跟人事法务协同解决复杂员工关系事宜；与外部劳动关系相关政府部门进行对接，统筹劳动监察事宜。
• 保持外部视角，深度洞察市场，确保方案先进性：保持宏观环境、行业竞争、市场客户的外部视角，学习并引入、转化业内优秀经验和方法，保证交付方案的先进性
• 通过宣传教育等方式进行能力复制和提升：赋能培训管理者&HRG，增强其员工关系管理的意识和能力，进而提升组织对员工关系危机事件的防控能力。

3、数据驱动
• 通过数字化方法优化工作流程，提升效率，有高质量的数据洞察和结论输出。
• 建设人员风险地图，使用数据看板等工具，发现问题并推动问题的解决，并提出对数据系统的优化建议

4、体验优化
• 通过体验调研，定位并推动体验问题解决，提升员工体验，持续营造和谐、愉快、健康的员工关系和组织氛围。
• 为员工提供心理健康、职业发展、法律咨询等服务，提升对员工的关爱支持。","• 基于对阿里云业务和人员的深度理解，能预判关键问题，运用数据挖掘和分析的专业方法来进行调研和验证
• 能理解问题的关键争议点，多维度评估影响，找到解决问题的突破点
• 针对中小规模的员工关系事件、或员工关爱/体验需求，能主动对特殊情况进行分析判断，独立提供高质量的解决方案并保证实施
• 能够与所对接业务的员工、核心管理团队成员和HR管理者开展高质量对话，深度参与员工关系问题的洞察，输出专业意见
• 能够维护内外资源，保证资源被有效使用
• 熟练掌握数据分析方法，独立执行HR专业领域相关的复杂性数据分析，能发现问题并找到根因，输出改进建议
• 熟悉现有的数据看板等系统产品，能提出系统产品的优化改进建议，提升工作效率
• 能独立负责一个或多个员工关系政策/制度/流程/规则的制定、优化等管理，能在业务实践中综合运用
• 能提出对于员工关系政策/制度/流程/规则的优化建议，并不断规范和改进，使体系不断沉淀和发展",1,洪璇(书玄),,2026 - 02 - 03,2026 - 04 - 15,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260203a799fbc74eca40bdbe4991c176af2b56&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-商业技术工程师BTE（金融科技）-ARGO（上海/深圳）,,云智能集团-阿里云智能,"中国-上海-上海,中国-广东-深圳",本科,五年以上,P7,"客户关系管理
• 客户开发：主动了解所在区域/市场的关键行业knowhow，保持对AI趋势的深度、及时掌握，识别市场机会，开拓新客户或挖掘现有客户的产品和技术需求，形成有效商机。深入了解金融科技行业，如中心化交易平台方案、高频交易（HFT）行业等，定位关键决策人并评估客户的实际需求，快速转换商机。
• 客户业务理解及需求挖掘：充分了解客户商业模式、AI场景下的业务挑战，进行客户组织架构梳理和用云决策链摸排，获取客户信任，通过串联客户OKR，找到双方合作机会点。
• 建立组织客情：维护好关键决策点的客情关系，协调我司管理层和客户建立连接，并与客户CXO或CXO-D建立长期的业务和技术关系，在合作中获得关键性支持。
产品和技术价值传递
• 理解阿里云产品及解决方案：深入理解飞天云计算操作系统、七大件、AI/智算等阿里云产品的技术价值，了解竞对的差异化竞争优势，能够根据客户需求初步制定解决方案。
• 独立面向客户讲解业务解决方案：针对客户特定场景业务需求，独立面向客户讲解阿里云业务解决方案，清晰的传递阿里云竞争力以及能够为客户创造的业务价值。
制定商务策略及商机转化
• 促进客户决策及商机转化：能摸清并影响客户决策链路，制定应对商务方案，运用销售策略，转化商机，达成业绩，实现与客户的双赢。
• 客户运营和管理：作为第一责任人，从商机获取、客户交流、招投标商务流程管理、客户交付及问题解决，到内部产研、财税法等支撑部门有效协同，整合内外部资源，识别管理风险点，做好精细化运营和项目落地。
持续做好客户服务
• 客户全生命周期的业务支持：持续做好客户服务，及时解决客户问题，提高客户满意度。
• 推动产品反向优化：将客户使用中遇到的影响客户体验的问题，反向推动内部解决，推动内部产品解决方案和流程体系的改进。","• 5年以上云计算/AI领域等相关行业，有公共云售卖经验，To B销售和售前相关工作经验,具备扎实的商业敏感度和金融科技行业认知。
• 有丰富的软件产品/AI解决方案售卖经验，Paas层产品经验优先, 有大客户拓展经验。
• 独立call high头部客户CTO/客户项目负责人，完成有效的业务和技术交流，影响并加速决策。
• 具备出色的沟通能力和团队协作精神，对新兴技术趋势充满热情。
• 有明确的业绩增长记录和达成销售指标的能力，客户覆盖区域不限于亚太地区, 须熟练掌握英语、粤语。
• 熟悉金融科技行业及公有云计算领域。
• 熟悉MaaS的商业模式，了解其在不同场景下的应用价值，并将模型能力转化为客户的业务价值。",1,贾鑫(叁斤),,2026 - 02 - 03,2026 - 04 - 30,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260203a351ab484ec6481688a8026ba7d1f088&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-数据类PaaS产品研发与架构专家/高级专家-北京/杭州/深圳/成都/南京/西安/上海,,云智能集团-阿里云智能,"中国-北京-北京,中国-浙江-杭州",本科,五年以上,P7,"阿里专有云是与公有云同架构同源的云平台，该职位主要涉及阿里云核心自研数据类产品（大数据和数据库）等PaaS产品特性研发

以下工作但不局限于：

1.负责数据类产品核心特性规划和研发，持续构建产品核心竞争力，

2.负责设计数据类产品在专有云平台的架构集成方案，并推进部署架构整体落地

3.负责数据类产品的稳定性治理，依靠技术手段提升系统的稳定性，规避预防险恶性问题","1.在数据领域工作5年以上，具备丰富的大数据/数据库产品架构和研发经历；

2.熟悉开源大数据组件/关系型数据库(比如Mysql, Postgre, Oracle等）、NoSQL数据库(MongoDB，Redis等)；；

3.计算机、通信、数学等相关专业，具备良好的计算机技术基础。

4.熟悉Java/C++等至少一种编程语言，具备扎实的数据结构和算法基础。

5.较好的技术素养，比如以下某些方面突出：热爱底层技术，熟悉分布式计算原理，具备优秀的编程习惯、系统架构设计能力、对性能/工程质量的热情，有较强的问题故障排查能力，有很好的技术敏感度和风险识别能力等

6.具备很强的责任意识，自驱力，良好的沟通和团队协作能力，做事主动积极，勇于挑战高难度工作。
备注：持有阿里云ACA/ACP/ACE认证证书者优先",1,韩虎(连易),,2026 - 02 - 03,2026 - 03 - 31,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260203e8db9d45bd1743959d1ec32dd3aa1065&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-云管理平台产品专家-北京/杭州,,云智能集团-阿里云智能,"中国-北京-北京,中国-浙江-杭州",本科,五年以上,P7,"1、负责AI+云管理平台的产品定义，功能设计及商业化落地，具备包括通过AI技术赋能从云资源迁移上云，到云上资源管理、以及云服务运营等功能。
2、负责产品规划以及市场策略规划，以业务成功为导向，协同研发，售前架构师，市场运营，产品文档等多角色共同达成业务目标。
3、负责产品核心竞争力构建落地，基于AI技术打造端到端的业务上云，智能化的云资源管理，以及原生混合云服务运营能力。
4、负责产品市场影响力建设，从迁移上云到云上管理，以及云上运营，全流程的产品实践沉淀。","1、深刻理解云资源迁移、云资源管理以及云服务运营的业务场景和相关方法论，并有AI领域相关经验。
2、具备优秀的团队合作精神，良好的沟通和横向推进能力。
3、具有产品化的创新思维，能够站在企业用户上云，用云，管云的业务角度，对流程进行合理抽象和简化，并完成产品化输出。
4、5年以上云计算领域从业经验，有研发经历，智能体设计等经验者优先。",1,韩虎(连易),,2026 - 02 - 03,2026 - 03 - 23,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602032565245aba3e4523a9ffab56953bdf40&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
