职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
高阶 沟通,小红书,,上海市,硕士及以上,10年以上,,/,/,1,谢静,,,,,https://hunter.xiaohongshu.com/position-detail/19128
后端开发工程师-创作发布,小红书,,"上海市,北京市",本科及以上,3-5年,,"1、负责小红书内容发布侧后端开发，方向包括但不限于：核心发布链路、创作工具、创作者服务等
2、基于对业务的理解，进行系统选型、设计、编码，为系统长期的稳定性及可维护性负责
3、设计合理的架构，保障数据一致性、稳定性、研发效率
4、参与开发人员codereview工作，并能从语言和框架层面提供性能优化、安全性建议","1、大学本科及以上学历，计算机相关专业，3年以上后端开发经验
2、扎实的计算机基础知识，较强的学习能力和逻辑推理能力
3、熟练使用Java，对线程安全有深刻理解和实践
4、掌握 MySQL、MongoDB、Redis、RocketMQ、Kafka、ElasticSearch等常用服务组件，有AI算法工程背景更佳
5、精通分布式系统的设计开发，对微服务拆分和服务治理（包括服务发现、配置管理、流量控制、日志监控、容错容灾等）有深入理解和实战经验
6、自驱力强，积极主动，能独立负责一块业务，具有良好的业务sense，和团队中各个角色进行高效的沟通协作，迅速推进问题解决",2,介佩玺,,,,,https://hunter.xiaohongshu.com/position-detail/16177
端侧音频工程师-语音采集 / 前处理 / 流式传输,小红书,,"北京市,上海市,广州市",本科及以上,3-5年,,"工作职责
1. 负责小红书端侧音频采集与前处理模块的设计与开发，解决启动耗时、首包延迟、音质一致性等问题
2. 负责端侧音频数据的实时/准实时流式传输方案设计，与后端、算法团队协作完成低延迟语音输入链路
3. 定位并解决复杂场景下的音频问题，如多 App 竞争音频焦点、系统限制、机型差异、异常场景恢复等","任职资格
4. 本科及以上学历，计算机、软件工程、电子工程、信号处理等相关专业
5. 熟练使用 C++，具备扎实的工程能力和良好的代码质量意识，熟悉音频基础概念与处理流程
6. 熟悉端侧 Native SDK 开发，深入理解 Android / iOS 音频采集机制，包括但不限于：
- Android：AudioRecord / AAudio / OpenSL ES / Audio Focus
- iOS：AVAudioSession / AudioUnit / Remote I/O
7. 有语音输入、录音、拍摄、直播、实时音频通信等相关项目经验者优先
8. 有音频前处理算法（AEC / NS / AGC / VAD 等）工程落地经验者优先
9. 熟悉音频流式传输（WebSocket / gRPC / 自定义协议等）或实时系统设计者优先
10. 具备良好的跨团队协作能力，能够与算法、后端、产品高效配合推进复杂问题落地",2,介佩玺,,,,,https://hunter.xiaohongshu.com/position-detail/19030
营销策划（标杆打造）,小红书,,"北京市,上海市",本科及以上,1-3年,,"1、找对的人，做好的策划：用敏锐的内容sense去挖掘那些有潜力成为爆款制造机的创作者；基于你对网络的敏感，提前判断什么话题、什么形式容易火，把想法变成具体有吸引力的内容。
2、把好内容推出去，让它火：不只做好内容就结束。你需要为那些重要的内容做传播计划，知道如何让更多人看到和讨论，最终打造成一个热门事件。
3、把事情落地做成：需要协调公司内外的各种资源，跟不同的团队和人合作，确保你策划的那些好玩、有趣的想法，能真的做出来，并且达到预期的传播效果。","1、你自己就是个“网上冲浪高手”：热爱好内容，天生就对热点和年轻人喜欢什么有感觉。
2、你有“内容嗅觉”和“传播脑子”：你不仅能精准挖掘当下的用户洞察，更能提前感觉到下一个热点可能是什么。并且你知道怎么把一个好点子，一步步变成能引爆全网的传播事件。
3、你懂平台和创作者：熟悉各平台创作者成长的路径和真实需求，了解创作者都在做什么，知道怎么和他们有效沟通、一起工作。
4、你动手做过 有经验：有1-3年与创作者打造相关的工作经验，独立负责过从策划到执行落地的传播项目。
5、你能搞定事情：责任心强，沟通清楚，能推动项目往前走，确保事情按时、高质量地完成。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/19099
数据引擎高阶,小红书,,"北京市,上海市,杭州市",本科及以上,不限,,湖仓+flink,/,1,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/15851
【热招】交易法务BP,小红书,,"北京市,上海市",本科及以上,5-10年,,"1. 交易合规闭环：主导平台商户入驻、商品发布、交易履约、资金结算全链路合规设计，杜绝违规风险。
2. 规则体系搭建：制定平台规则（商户管理/促销活动/争议处理），推动技术系统化监控与执行。
3. 新业务合规架构：为业务模式设计合规框架，前置规避法律盲区。
4. 政策追踪：跟进法律政策监管动向，进行全面法律支持，开展专项调研，制定合规业务落地方案。","1. 法律硬核力：精通电商法、消费者权益保护法、广告法及网信办新规，持法律职业资格证。
2. 风险穿透力：精准识别交易链路高危点（如虚假促销、资质造假、资金池风险）。
3. 合同控制力：快速审核平台协议、商户合同、支付结算条款，平衡体验与合规。
4. 模式洞察力：深度理解交易业务运作逻辑（流量分发/商户分层/佣金体系/GMV驱动）。",2,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/16754
【热招】诉讼法务专家,小红书,,"上海市,北京市",本科及以上,3-5年,,"1. 案件管理： 独立负责或主导公司各类民商事诉讼、仲裁案件的全流程处理（诉前分析、策略制定、材料准备、出庭应诉、执行跟进）。
2. 纠纷解决： 高效处理平台用户、商家、合作伙伴间的重大、复杂法律纠纷，寻求最优解。
3. 法律研究： 深入追踪研究互联网领域（如电子商务、数据合规、内容治理、反垄断）的诉讼及监管裁判规则与动态。
4. 流程优化： 梳理和优化公司诉讼及应对监管调查的内部流程与协作机制。
5. 风险预警： 基于案件和判例分析，识别潜在重大法律风险，向业务和产品提出预防性建议。
6. 外部协作： 管理和协调外部律师资源，确保案件处理效率与质量，控制成本。","1. 教育背景： 法律专业本科及以上学历，通过国家统一法律职业资格考试。
2. 执业经验： 拥有3年及以上知名律所或大型互联网/高科技公司法务部专职处理复杂诉讼/仲裁/行政处罚案件的经验。
3. 案件类型： 深度参与过合同纠纷、侵权纠纷、不正当竞争、消费者权益保护、数据合规/个人信息保护相关案件处理。
4. 专业能力： 具备优秀的法律逻辑分析、法律文书撰写、法庭/听证辩论能力及独立办案能力。
5. 行业理解： 对互联网平台的业务模式、产品逻辑、核心法律风险点（如平台责任、UGC内容、数据安全）有深刻理解。
6. 沟通协作： 具备极强的沟通协调能力、抗压能力及跨部门协作精神。
7. 职业素养： 责任心强，具备良好的职业道德和保密意识。",2,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/11430
【热招】专利法务(海外方向),小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 熟悉互联网及AI行业，基于管理和业务需要，结合行业专利及开源领域的风险研判，架构并完善海外的专利策略和专利布局工作；
2. 推进小红书海外专利的运营、收储和专利许可及风控工作；
3. 推进专利海外流程建设和海外专利合作伙伴管理；
4. 支持应对海外专利争议解决；
5. 完成其他与专利相关的工作事项。","1. 3年以上专利工作经验，对于专利全生命周期实务管理和价值实现有深刻洞察；
2. 律所或专利审查机关的专职工作经验，撰写过软件领域的专利申请，通过专利代理人资格考试；具有互联网/软件企业专利工作经验和/或通过法律职业资格考试者优先；
3. 熟悉专利法律和相关法规，具备优秀的技术理解能力、专利检索和分析能力，有美国或欧洲专利实务工作经验，具备美国或欧洲专利律师或专利代理师资质优先；
4. 流利的英语阅读能力，能够无碍地进行英文论文和英文专利的解读；
5. 思路清晰、表达严谨、具有较强的书面表达能力、人际沟通能力及项目管理能力；
6. 能够处理多线程工作，积极拥抱变化，踏实稳重、有主动学习和工作的积极精神。",2,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18391
【热招】专利法务,小红书,,"北京市,上海市",本科及以上,5-10年,,"1. 熟悉互联网行业，基于管理和业务需要，结合行业专利及开源领域的风险研判，完善专利布局布局工作；
2. 推进小红书专利的运营、收储和专利许可及风控工作；
3. 协同技术团队进行高效专利挖掘，主导专利的申请；
4. 推进流程优化和中台建设、优化合作伙伴管理；
5. 应对专利争议解决；
6. 完成其他与专利相关的工作事项。","1. 5年以上专利工作经验，对于专利全生命周期实务管理和价值实现有深刻洞察；
2. 律所或专利审查机关的专职工作经验，撰写过软件领域的专利申请，通过专利代理人资格考试；具有互联网/软件企业专利工作经验和/或通过法律职业资格考试者优先；
3. 熟悉专利法律和相关法规，具备优秀的技术理解能力、专利检索和分析能力；
4. 思路清晰、表达严谨、具有较强的书面表达能力、人际沟通能力及项目管理能力；
5. 能够处理多线程工作，积极拥抱变化，踏实稳重、有主动学习和工作的积极精神。",1,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18392
【热招】社区法务BP,小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 业务支持：为社区内容生态、用户运营及产品迭代提供全流程法律解决方案。
2. 合规管理：主导制定社区内容安全、隐私保护、UGC版权等场景的合规策略与执行标准。
3. 风险防控：识别社区舆情、用户纠纷及政策变动衍生的法律风险，推动业务闭环整改。
4. 规则建设：设计社区治理规则体系（如用户协议、社区公约、创作者规范）并推动落地。","1. 业务洞察：能快速理解社区产品逻辑、用户生态及行业监管动态，预判合规缺口。
2. 协同能力：高效联动审核、运营、产品团队，推动法律诉求转化为业务动作。
3. 沟通能力：能用非法律语言向业务方解读复杂法规，并说服管理层采纳风控建议。
4. 创新解决：针对新型社区争议（如AI生成内容、虚拟资产）设计创新型合规路径。",2,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18792
【热招】金融合规法务,小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 法规研究与政策解读
- 跟踪和研究人民银行、国家金融监督管理总局、外汇管理局、网信办等监管机构发布的相关法律、法规和政策。
- 解读监管新规，评估其对公司业务的影响，并提出应对建议。
2. 合规管理体系建设
- 参与建立并完善公司合规管理制度，包括反洗钱、支付合规、数据安全与客户资金管理等领域。
- 负责对业务部门进行合规审查和风险提示，确保新产品、新业务在合规框架内落地。
3. 合同与法务支持
- 对公司金融业务相关的合同、协议、合作方案提供法律审查意见。
- 为公司内部提供合规、法律培训与咨询支持。","1. 法律基础：熟悉金融领域法律法规，持有法律职业资格证。
2. 风险识别：能独立完成金融产品合规性评估，精准识别业务模式中的合规漏洞。
3. 合同能力：熟练起草/审核金融类合作协议、用户协议等法律文件。
4. 行业认知：深度理解互联网平台金融业务逻辑及技术应用场景。
5. 敏捷响应：适应业务快速迭代，高效输出可落地的合规解决方案。
6. 沟通协作：强跨部门推动力，能将合规要求转化为业务语言。",1,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18393
【热招】数据隐私合规,小红书,,"上海市,北京市,深圳市,香港特别行政区",本科及以上,3-5年,,"1. 合规体系：主导建立覆盖数据采集、传输、存储等全生命周期合规管理体系，满足GDPR/CCPA等法规要求。
2. 产品合规：将隐私设计（Privacy by Design）嵌入产品技术架构，确保新功能上线前无合规风险。
3. 风险治理：海外及国内隐私合规风险评估及治理，识别出风险并给出风险分析及可落地的治理方案。
4. 机制建立：AI合规洞察，风险分析及合规框架、流程、机制的搭建和落地。","1. 法规硬核力：精通GDPR、CCPA、中国个保法及跨境数据传输规则，持有CIPP/E或CIPT证书。
2. 技术理解力：能解读数据架构图，精准定位合规漏洞。
3. 数据驱动洞察：理解用户画像、个性化推荐等业务场景下的隐私合规平衡点。
4. 跨域整合力：强推产品、研发、算法团队落实隐私设计要求。
5. 背景领域：流利的英文口语能力和书面写作能力，法学/计算机本科+法律职业资格证，3年以上互联网数据合规实操经验。",1,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/14331
【热招】法务BP,小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 合规体系： 跟进法律政策监管动向，进行全面法律支持，开展专项调研，制定合规业务落地方案；
2. 业务支持： 深度参与产品设计、合同审核、数据应用，提供可落地的法律解决方案；
3. 风险应对： 参与业务谈判及合同相关争议解决，高效处理业务相关的投诉、纠纷等；
4. 业务协同： 为业务团队提供清晰法律支持与培训，推动跨部门协作。","1. 法学背景，熟悉互联网行业，了解核心法规；
2. 具备严谨的逻辑判断和分析能力，具有团队协作性，能够全面理解业务所需的法律支持及风控要点；
3. 良好的沟通能力、执行能力，主动学习的自驱力和好奇心，能快速有效完成工作并及时进行总结，对重大项目的处理支持有独立判断。",1,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18476
游戏创作者运营（休闲游戏）,小红书,,上海市,本科及以上,1-3年,,"1、负责休闲游戏的创作者运营，为作者规模和标杆作者打造负责
2、能够结合平台需求与竞争优势，找到突破机会，打造创作者圈层心智，创造良好的创作氛围
3、有良好的活动策划能力，能为创作者和游戏IP策划并落地有影响力的活动
4、通过运营数据分析，发现当前问题，实现消费规模持续增长","1、本科及以上学历，1年及以上内容运营相关工作经验
2、深度游戏爱好者，对休闲竞技、模拟经营、女性向其中至少一类游戏精通
3、有策略规划能力，为结果负责
4、责任心强，交付效率高，思维活跃，能够做到对工作积极主动",1,王岳,,,,,https://hunter.xiaohongshu.com/position-detail/19078
直播用户功能产品经理,小红书,,"深圳市,北京市",本科及以上,3-5年,,"1、负责直播类产品框架的功能迭代和策略设计，精细化的满足社区用户或主播在直播场景的观播、互动、粉丝留存需求
2、对于负责的核心场景页面，全局最优的设计产品框架逻辑，结合AI能力探索改善用户需求的播放和开播体验，推动AI技术在直播领域的创新应用与落地，打造更有趣、高互动、个性化的直播互动玩法和主播工具
3、与技术、设计、算法团队密切协作，推动产品优化和策略落地，对直播消费互动体验负责","1、C端产品经验、善于代入用户视角感受和构思产品
2、有足够的产品视野，可在复杂系统中辩证看待决策项，深度直播用户优先
3、自驱且思辨，是以产品owner身份创作产品而非机械执行命令
4、有责任心、对帮助用户保有热情、具备一定抗压能力",1,王岳,,,,,https://hunter.xiaohongshu.com/position-detail/19077
资深后端工程师,小红书,,"北京市,上海市",本科及以上,5-10年,,"我们正在寻找一位具备深厚技术能力与内容安全风险洞察力的资深架构师，负责小红书内容安全平台的架构规划与落地实施工作。您将主导关键系统的技术选型与设计，构建高可用、高扩展的技术体系，支撑亿级用户规模下的内容安全风险域决策与实时响应。
具体职责包括：
	1.	主导内容安全平台的全域架构规划，包括规则引擎、决策引擎、实时计算、模型服务化等核心模块的架构设计与技术选型；
	2.	构建支持安全策略快速演进、模型AB实验、通用灵活多场景配置的技术平台；
	3.	设计百亿级数据毫秒级响应的实时决策架构，优化流批一体、内存计算等关键路径，解决高并发性能瓶颈；
	4.	推动规则引擎与AI模型的融合，升级决策引擎架构；熟知策略生命周期管理与特征分析推荐的加工与生产逻辑；
	5.	制定技术架构质量标准，建设全链路监控、混沌工程、智能压测等稳定性保障体系，确保服务高可用性。","1.	具备5年以上风控/内容安全领域系统架构设计经验，主导过亿级用户的安全系统建设；
2.	深入理解风控核心架构组件，如规则引擎（脚本语言等）、特征工程平台、模型服务化（MLOps）、决策流编排等；
3.	精通微服务、分布式架构及实时数据处理技术，具备Flink/Spark、Kubernetes等平台的实战经验；
4.	熟练掌握Java/Python语言体系，熟悉kafka等通用中间件，有大数据处理与AI工程化部署架构设计能力。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/19072
资深AI引擎工程师,小红书,,"北京市,上海市",本科及以上,5-10年,,"我们正在寻找一位具备深厚技术能力，有志于在内容安全领域持续深耕的资深工程师，负责小红书内容安全平台的架构设计和开发，将内容安全平台与AI深度结合，利用AI能力重构内容安全审核模式，支撑亿级用户规模下内容安全工程链路建设。

具体职责包括：
1、负责内容安全各类场景化Agent的后端开发，支持AI系统架构搭建
2、负责内容安全模型平台的功能开发和稳定性保障，高质量系统开发，包含亿级DAU产品的数据流，运营系统、审核系统等平台开发
3、持续探索AI在内容安全场景的应用，利用AI能力增强内容安全能力，提升工程效率","1. 本科及以上学历，计算机相关专业，5年以上分布式系统开发相关经验
2. 精通Java/Python/Go至少一门语言，具备框架调优经验
3. 熟练掌握RAG、Agent、Workflow等核心方法
4. 深入理解大模型技术栈（GPT/LLaMA等），有微调经验更佳
5. 熟悉LangChain、Llamiandex等大模型开发框架，了解主流AI工具链",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/19073
Android开发工程师-国际化创新,小红书,,"北京市,上海市",本科及以上,不限,,"1、负责小红书海外创新项目安卓研发，包括但不限于工程架构、核心产品迭代并编写高质量代码；
2、参与业务架构设计和优化，代码Review，性能优化和质量把控；
3、和产品经理，设计师，数据分析师配合，深度参与手机产品需求讨论，功能定义；
4、承担重点、难点的技术攻坚。发掘当前系统的缺陷与优化点，并推进完成改进/改造","1、大学本科或以上学历，计算机相关专业，3年以上安卓相关经验；
2、对互联网产品发充满热情，有较强的学习能力，好奇心和积极向上的心态；
3、熟悉对应的编程语言，深入了解主流业务架构、有过大型APP架构设计经验或重构经验者加分
4、深入理解安卓 底层原理，熟悉操作系统、内存管理、网络通信等计算机基础知识
5、代码基本功扎实，对数据结构及算法有一定程度的理解，良好的面向对象化编程思想，熟练运用常见设计模式；
6、抗压能力强，具备良好的沟通表达能力和团队合作精神；
7、有海外项目经验者优先，对海外法规熟知、精通多国家产品架构者优先",2,袁庆芳,,,,,https://hunter.xiaohongshu.com/position-detail/18492
保密岗位,小红书,,"北京市,上海市,杭州市",本科及以上,不限,,-,-,1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/18004
增长投放运营,小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 负责小红书app在信息流投放渠道/厂商渠道的投放运营工作，对业务结果负责，能对投放数据进行有效分析，快速调整策略，持续优化成本和ROI
2. 对行业厂商打法熟悉了解，能结合小红书本身的产品特色找出厂商生态等更多合作机会促进delta DAU增长
3. 熟悉媒体商业化能力，掌握常规商业化工具用法，并结合策略应用到日常运营中；了解流量流转等问题，提高钱效
4. 监测行业动态，与媒体保持良好沟通，充分利用媒体资源和工具，提升投放效果
5. 具有行业视角，能不断探索新的用户增长玩法","1. 2年以上渠道运营经验，熟悉各大媒体的特点和属性
2. 敏锐的数据洞察能力，能结合策略规划/分析能力推动产品能力迭代；借助研发能力，提高运营效率
3. 有亿级投放预算经验优先
4. 统招本科及以上学历，有社区/内容类产品渠道运营经验优先",1,Rosie,,,,,https://hunter.xiaohongshu.com/position-detail/19037
AI数据营销应用产品经理,小红书,,"北京市,上海市,杭州市",本科及以上,3-5年,,"1. 负责AI营销方向数据产品的规划和设计，从需求调研到产品上线的全流程管理； 
2. 负责与研发紧密协作，基于大模型能力产品化帮助商业化在业务方提升效率； 
3. 通过客户调研和用户反馈了解需求，推进迭代，跨部门协调资源，确保项目按时交付，达成业务目标； 
4. 关注AI营销在数据领域的行业动态和技术趋势，对AI内容营销、AI数字孪生等有经验和思考的优先。","1. 本科及以上学历，计算机科学、数据科学、统计学、人工智能或相关专业； 
2. 有主导过较多产品化的数据驱动营销业务场景实操经历，且均在AI、数据科学领域更好； 
3. 有业务视角和用户视角的产品规划与设计能力、清晰明确的的产品推进路径和产品运营推广能力； 
4. 充分理解业务目标、策略打法与核心决策点，对数据+AI驱动业务认知高，业务嗅觉灵敏，快速发现在业务场景的赋能机会； 
5. 熟练使用Axure、Xmind等设计工具，熟悉产品流程图绘制以及产品需求文档（PRD）及技术功能描述文档的编写； 6. 沟通表达能力优、抗压能力强、协调推动能力好。",1,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/19018
创作发布产品经理,小红书,,"上海市,北京市",本科及以上,3-5年,,"1. 负责小红书视频发布场景的产品建设，充分洞察视频用户在社区发布的痛点，梳理视频工具落地方向和动作；
2. 对视频发布全链路的用户体验负责，深入研究视频创作工具的在视频发布的应用场景，把控基础的体验原则和优化升级；
3.具备一定的AI产品能力，积极探索AI场景下的视频解析，推动智能封面&章节生成和AI诊断等能力的落地，提高发布效率
4.负责小红书web端创作者平台的建设，为创作者提供灵感、数据等各类创作经营工具，提升整体平台的使用体验
5. 拆解发布业务目标，实现产品设计并协同研发、运营、团队，完成项目的落地和阶段性目标达成。","1. 有3年+以上的发布相关建设经验，在工具链路、体验、创新上有经验积累；
2. 有内容产品平台相关经验，对于小红书社区和用户有了解，能够感知到社区的内容趋势和调性，能够基于内容和用户需求对工具进行定制优化；
3. 自我驱动力、探索意识强，有创新意识，对视频创作具有充分理解，有落地相关产品项目经验更佳；
4. 对数据有敏感度与分析能力，能独立完成一个方向，良好的产品设计基本功，推动业务增长",1,王国健,,,,,https://hunter.xiaohongshu.com/position-detail/18856
java后端开发工程师-IT,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责IT基建底层信息化服务、企业级CMDB、企业内部管理平台的整体架构设计和研发，参与应用架构与数据架构的规划落地，制定清晰的架构演进路线图；
2、负责跨系统领域建模，深度参与系统全生命周期建设，负责方案设计、技术选型及研发落地等核心环节；
3、持续迭代优化平台的性能、稳定性和可扩展性，解决研发过程中遇到的关键技术难点和线上问题，以高效率和高质量产出，促进研发规范落地；
4、关注行业前沿技术动态，将合适的技术方案应用到各系统，持续提升平台核心竞争力。","1、本科及以上学历，计算机相关专业，3年以上Java实际项目开发经验，具备ToB系统研发经验，或CMDB、主数据管理平台相关研发经验者优先；
2、扎实的Java编程基础，具备扎实的分布式系统开发经验和良好的数据建模能力；
3、善于进行业务建模与抽象，有企业主数据系统/CMDB等系统落地的成功经验者优先；
4、熟悉数据治理工具、元数据管理平台优先；
5、具备良好的需求理解能力、逻辑思维能力和问题解决能力，能够独立承担模块研发任务；
6、具备良好的沟通表达能力、团队协作精神，以及较强的学习能力和责任心。",1,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/18987
流存储引擎/消息队列专家,小红书,,"北京市,上海市,杭州市",本科及以上,3-5年,,"1、主导流存储引擎的研发与优化工作，构建一流的数据基础设施，满足AI+BI对数据Infra不断增长的需求。
2、紧跟业界新思路，推动流存储技术选型与创新，落地具有行业影响力的业务成果。
3、和开源社区保持沟通合作，提升团队和个人在业界的影响力。","1、计算机或相关专业本科及以上学历，有扎实的计算机基础和算法数据结构功底，对技术有好奇心；
2、熟悉消息队列产品（RabbitMQ/RocketMQ/Pulsar/ActiveMQ/ZeroMQ/MetaMQ等）原理者优先；
3、熟悉主流的大数据存储产品（Kafka/HDFS/HBase/Alluxio/Fluss），有开源项目开发经验尤佳；
4、有 Kafka 大规模生产经验者优先；
5、具备良好的沟通和团队协作能力，做事主动积极负责任，有技术热情和激情面对挑战。",2,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/18985
实验平台研发leader,小红书,,"北京市,上海市,杭州市",本科及以上,5-10年,,"小红书AB实验平台的开发、优化与维护，主要工作内容包括：
1、分流：实现诸如 Holdout、父子实验、定向人群实验之流的实验分流功能，具体来说包含：分流模型 开发、实验SDK开发维护、分流数据采集模块开发与维护 etc。
2、看数：针对实验的数据分析工具。建设重点，包含实验指标管理模块、实验OLAP队列管理系统、实验分析模块开发、维护、升级等。","1、java开发经验，具备独立带项目能力；
2、有责任心，具备良好的团队沟通与协作能力；
3、热爱数据，认同data-driven文化；
4、熟悉SpringBoot、Mysql、Redis、MQ等常用组件；
5、熟悉Linux常用操作命令，了解K8s；",1,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/18984
AI存储研发专家,小红书,,"北京市,上海市,杭州市",本科及以上,3-5年,,"1. 协同AI平台与算法团队，面向AI大模型训练和多样化数据处理场景，研发云原生文件系统和缓存加速系统，为AI业务提供极致的存储解决方案并推动在业务侧落地。
2. 应对小红书超大规模多模态应用挑战，攻克单集群百亿级元信息、Tbps级高吞吐等行业技术难题，保障AI业务的安全、稳定和高效运行。
3. 持续进行系统架构优化与技术迭代，结合AI负载特征，实现数据智能调度、数据预取和缓存管理，不断优化I/O路径，有效提升GPU等算力资源利用率。","1. 本科及以上学历，3~5年AI&Data存储/引擎研发经验 
2. 加分项：具备文件系统或高性能存储研发经验，如JuiceFS/Alluxio/CPFS/GPFS/Ceph/MinIO/对象存储等 
3. 熟悉Go/Java，具备优秀的设计与编码能力，针对业务需求与问题，可快速设计与实现解决方案 
4. 具备良好的沟通和团队协作能力，做事主动积极负责任，有技术热情和激情面对挑战",1,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/18983
AI Agent研发工程师（大数据运维治理方向）,小红书,,"北京市,上海市,杭州市",本科及以上,3-5年,,"1、负责大数据运维及治理场景下AI Agent的设计与实现，覆盖元数据增强、任务智能诊断、数据质量归因、成本治理、稳定性运维等核心场景，落地自动化运维和治理工具；
2、参与数据管治和运维领域知识库及知识图谱研发，优化LLM在异常检测、根因定位、故障自愈、性能调优、成本治理等场景的生成准确性与实用性；
3、深入场景理解需求，基于大模型与AI前沿工程实践，推动数据开发治理平台产品能力迭代与功能演进；","1、计算机科学、人工智能、数学或相关专业，有复杂智能系统、Agent、大模型项目研发经验优先；
2、精通Java开发，熟悉分布式、缓存、消息队列、微服务等架构机制，熟悉Spark、Flink、Hive、Starrocks等大数据生态，了解引擎运维；
3、熟悉检索增强生成（RAG）、Single/Multi-Agent等技术；
4、有AIOPS相关建设经验者优先，尤其是稳定性方面的智能运维，有大型项目的落地经验，包括但不限于异常检测、日志检测、故障诊断、根因分析等；
5、具备较强的业务和产品sense，具备良好的沟通和团队协作能力，能够主导问题分析、方案规划、推动落地的过程，能结合用户痛点设计可落地的AI增强方案。",1,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/18949
数据挖掘专家,小红书,,"北京市,上海市,杭州市",本科及以上,3-5年,,"1、 整合海量多维数据进行数据挖掘，面向全、新、净、准、丰的目标构建小红书国内和海外的POI数据资产体系，进行结构化POI库的建设； 
2、 利用全域数据资产和海量多维数据，运用机器学习和统计分析的方法，面向小红书开放平台业务挖掘POI父子关系、POI标签体系、用户时空知识体系，为POI各类场景提供模型和服务支撑；","1、 具备机器学习或者数据挖掘的研究和内容领域的项目经验；熟练掌握分类、聚类、回归等机器学习模型； 
2、 对数据驱动业务有兴趣，善于将业务问题拆解为算法问题，有本地生活、POI、地理信息中台相关建设经验者优先； 
3、 扎实的编程功底，精通Python、Java至少一门语言；有大数据处理经验、分布式算法开发经验者优先； 
4、 本科及以上学历，3-5年数据挖掘、机器学习、大规模数据分析的经验； 
5、熟悉Hadoop、Hive、Spark，对数据仓库、特征工程有正确的认识。",1,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/18981
社区安全大模型策略运营,小红书,,"北京市,上海市,武汉市",本科及以上,不限,,"1、负责将内容安全/商业安全的治理需求，转化为基于大模型的识别方案。通过PE/RAG/Workflow等技术持续实验和优化，不断提升策略的准确率与召回率。
2、能够开发用于安全场景的Agent和Workflow，实现复杂风险场景的自动化识别、推理和处置。
3、作为大模型技术在安全领域的专家，强目标导向地协同算法、研发、治理、产品等团队，明确技术路径，统筹项目资源，共同实现安全目标。
4、具备产品意识，不仅满足于解决单点问题，更致力于优化产品工具、提升整体安全运营的效率和智能化水平。","1、具备2年及以上大模型相关项目的实践经验，有安全风控经验优先。
2、了解大模型的算法原理，熟悉至少一种主流大模型应用开发框架，有构建Agent的经验。能够独立完成Workflow或Agent的搭建、评测和部署。
3、具备比较好的业务理解能力，熟悉prompt指令构造，能根据业务（标注、审核）需求梳理业务运营逻辑，制定解决方案；
4、具备优秀的沟通协作能力，强烈的责任心和owner意识，敢于挑战常规思路，很强的内外视野。",3,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17274
